"SurveyID" "SiteLongitude" "SiteLatitude" "SiteCode" "coral_imputation" "algae_imputation" "CCA_imputation" "rubble_imputation" "micro_mats_imputation" "rock_imputation" "sand_imputation" "seagrass_imputation" "other_inverts_imputation"
"492" 8000651 130.8705 -12.3146 "NT14" 0.65 0.13 0 0 0.03 0 0.15 0 0.04
"493" 8000655 130.7922 -12.4073 "NT12" 0.07 0.07 0 0 0.05 0.02 0.61 0 0.18
"494" 8000656 130.83613 -12.472256 "NT8" 0.13 0.25 0 0 0.17 0.01 0.42 0 0.02
"495" 8000657 130.7969 -12.4854 "NT3" 0.29 0 0 0 0.01 0.01 0.69 0 0
"496" 8000658 130.8127 -12.4134 "NT9" 0.32 0.01 0 0 0.18 0.01 0.4 0 0.08
"497" 8000659 130.8614 -12.5629 "NT10" 0.11 0.01 0 0 0.16 0.02 0.53 0 0.17
"498" 8000660 130.7854 -12.4847 "NT4" 0.2 0.01 0 0 0.36 0.01 0.33 0 0.09
"499" 8000661 105.6282 -10.4607 "NT7" 0.530612244897959 0 0 0 0.163265306122449 0.214285714285714 0.0918367346938776 0 0
"500" 8000662 105.581 -10.4616 "NT6" 0.85 0 0.07 0 0.01 0.07 0 0 0
"501" 8000663 105.6689 -10.42918 "NT1" 0.649484536082474 0 0.0412371134020619 0 0.0206185567010309 0.22680412371134 0.0618556701030928 0 0
"502" 8000665 130.81166 -12.40605 "NT13" 0.24 0.72 0 0 0 0 0 0 0.04
"503" 8000666 130.81166 -12.40605 "NT13" 0.223028948265953 0.468257029702966 0.000129915209746237 3.99999999999829e-05 0.0414705135218287 0.00593877228948101 0.18765 0 0.06412
"504" 8000672 130.787 -12.4766 "NT5" 0.3 0.01 0.02 0 0.22 0 0.42 0 0.03
"505" 8000673 130.8614 -12.5627 "NT2" 0.167474042164979 0.121226373645882 0.00933939630106934 0.00418172261636251 0.133294824648706 0.0158429540324957 0.454692273385996 0 0.118205454206737
"506" 8000674 130.8538 -12.3448 "NT11" 0.433177272480728 0.232895006493038 0.000650428899353412 0.0064074748309166 0.0328433333333333 0.0098426354809439 0.193863329418426 0 0.065785395628303
"507" 10000001 115.5047 -31.9902 "RI9" 0.00321566666666667 0.794659373516937 0.146651481240981 0 0.0271137460403446 0.000597309523809517 0.0176302193362193 0.000530909090909091 0.01721625
"508" 10000002 115.5047 -31.9902 "RI9" 0 0.78 0.15 0 0.03 0 0.02 0 0.02
"509" 10000003 115.54514 -32.02498 "RI5" 0.00409769437307361 0.810105281787102 0.129309976551227 0 0.0263908571428571 0.00459993001443002 0.0130871882181801 0.00108 0.0256764314462742
"510" 10000004 115.54514 -32.02498 "RI5" 0.00409769437307361 0.810105281787102 0.129309976551227 0 0.0263908571428571 0.00459993001443002 0.0130871882181801 0.00108 0.0256764314462742
"511" 10000005 115.54114 -31.9885 "RI21" 0 0.79 0.18 0 0 0 0 0 0.03
"512" 10000006 115.54114 -31.9885 "RI21" 0.00320900776472205 0.799316229231087 0.153504196969697 0 0.00852366666666667 0.000382666666666661 0.00726474242424243 0.00202981818181818 0.0260211421699993
"513" 10000007 115.5477 -32.02078 "RI18" 0.00600500894738818 0.829112592032412 0.118009445887446 0 0.0243484090909091 0.000987008658008652 0.0230466442066361 0.00320151515151515 0.0127633798589726
"514" 10000008 115.5477 -32.02078 "RI18" 0.00600500894738818 0.829112592032412 0.118009445887446 0 0.0243484090909091 0.000987008658008652 0.0230466442066361 0.00320151515151515 0.0127633798589726
"515" 10000009 115.4523 -32.01805 "RI3" 0 0.89 0.05 0 0.01 0 0.05 0 0
"516" 10000010 115.4523 -32.01805 "RI3" 0 0.77 0.11 0 0 0 0.12 0 0
"517" 10000011 115.4523 -32.01805 "RI3" 0 0.94 0.05 0 0 0 0.01 0 0
"518" 10000012 115.4523 -32.01805 "RI3" 2.33333333333328e-05 0.864294003968254 0.0738513636363636 0 0.00363996825396826 0.000438690476190471 0.0582178412698413 0 1.94289029309402e-19
"519" 10000013 115.45157 -32.02435 "RI8" 0 0.81 0.16 0 0.01 0.01 0.01 0 0
"520" 10000014 115.45157 -32.02435 "RI8" 0 0.65 0.18 0 0.01 0.04 0.12 0 0
"521" 10000015 115.45157 -32.02435 "RI8" 0 0.81 0.16 0 0.01 0 0.02 0 0
"522" 10000016 115.45157 -32.02435 "RI8" 0 0.759253761904762 0.161821023809524 0 0.00972852380952382 0.0162236349206349 0.0491292777777778 0 0.00063175
"523" 10000017 115.50014 -32.01725 "RI1" 0 0.84 0.14 0 0.01 0 0.01 0 0
"524" 10000018 115.50014 -32.01725 "RI1" 4.99999999999998e-05 0.844768277777778 0.11897894047619 0 0.0235258773448773 9.5333333333326e-05 0.0136075317460317 0 0.0006865
"525" 10000019 115.50014 -32.01725 "RI1" 0 0.9 0.09 0 0.01 0 0 0 0
"526" 10000020 115.50014 -32.01725 "RI1" 0 0.79 0.13 0 0.05 0 0.03 0 0
"527" 10000021 115.50535 -32.02472 "RI7" 0 0.79 0.13 0 0.05 0.01 0 0 0.02
"528" 10000022 115.50535 -32.02472 "RI7" 0 0.83 0.11 0 0.01 0 0 0 0.05
"529" 10000023 115.50535 -32.02472 "RI7" 0 0.87 0.1 0 0.03 0 0 0 0
"530" 10000024 115.58404 -32.02567 "RI16" 0.0300029352815565 0.658748451625095 0.183454987167594 0 0.0222367142857143 0.0094819457328386 0.0360027403628118 0.000454545454545454 0.0672573134920635
"531" 10000025 115.58404 -32.02567 "RI16" 0.03 0.57 0.22 0 0.02 0.01 0.03 0 0.12
"532" 10000026 115.58404 -32.02567 "RI16" 0.02 0.7 0.17 0 0.02 0.01 0.05 0 0.03
"533" 10000027 115.557 -31.98618 "RI10" 0.016865880204288 0.836909464510613 0.0950886931560503 0 0.005289 0.000254833333333328 0.0122608754895898 0.0201766666666667 0.008468
"534" 10000028 115.557 -31.98618 "RI10" 0.0202020202020202 0.838383838383838 0.101010101010101 0 0 0 0.0101010101010101 0.0303030303030303 0
"535" 10000029 115.52968 -32.02575 "RI6" 0.007666151996152 0.764267869717584 0.151545432539683 0 0.0236976349206349 0.00569933008658009 0.0174085824572253 0.00012 0.0415008817254174
"536" 10000030 115.52968 -32.02575 "RI6" 0.007666151996152 0.764267869717584 0.151545432539683 0 0.0236976349206349 0.00569933008658009 0.0174085824572253 0.00012 0.0415008817254174
"537" 10000031 115.53757 -31.97427 "RI23" 0 0.84 0.07 0 0 0.01 0 0 0.08
"538" 10000032 115.53757 -31.97427 "RI23" 0 0.87 0.04 0 0.02 0 0.03 0 0.04
"539" 10000033 115.53757 -31.97427 "RI23" 0.00153385624957054 0.848814305555556 0.0562521572871573 0 0.00892440476190477 0.00478208333333333 0.0213354877344877 0.00103909090909091 0.056630189789047
"540" 10000034 115.46846 -31.99976 "RI20" 0.01 0.66 0.2 0 0 0.03 0.01 0 0.09
"541" 10000035 115.46846 -31.99976 "RI20" 0.0176908095238095 0.719541297619047 0.163365200577201 0 0.00556146428571429 0.0134648928571429 0.010206 8.03030303030302e-05 0.075809
"542" 10000036 115.46846 -31.99976 "RI20" 0.03 0.74 0.14 0 0.01 0 0 0 0.08
"543" 10000038 115.55708 -32.01552 "RI2" 0.01 0.85 0.09 0 0.05 0 0 0 0
"544" 10000039 115.51746 -31.98926 "RI4" 0.00305575757575757 0.791713716553289 0.152188920119563 0 0.0230703333333333 0.000928333333333327 0.0234091767676768 0.000780909090909091 0.010655
"545" 10000040 115.51746 -31.98926 "RI4" 0 0.78 0.17 0 0.03 0 0.02 0 0
"546" 10000041 115.4411 -32.03073 "RI12" 0 0.78 0.16 0 0.01 0 0 0 0.05
"547" 10000042 115.4411 -32.03073 "RI12" 0.00102733333333333 0.762768792517007 0.190390095238095 0 0.00634796428571429 0.0019093373015873 0.00613008333333333 0 0.0300590952380952
"548" 10000043 115.4411 -32.03073 "RI12" 0 0.76 0.23 0 0 0 0 0 0.01
"549" 20003005 35.98514 23.41758 "RED1" 0.591836734693878 0 0.193877551020408 0 0.112244897959184 0.0306122448979592 0 0 0.0714285714285714
"550" 20003006 35.85479 23.33986 "RED2" 0.493234933404923 0.00234308080808079 0.338146258503401 0 0.13791763625655 0.0128856326530612 0.002475 0 0.0201626674261545
"551" 20003007 35.876583 23.427283 "RED3" 0.51 0 0.22 0 0.23 0.01 0 0 0.03
"552" 20003008 35.90383 23.42852 "RED4" 0.41 0 0.21 0 0.24 0.04 0.03 0 0.07
"553" 20003009 35.86446 23.4303 "RED5" 0.32 0 0.59 0 0.07 0 0 0 0.02
"554" 20003010 35.93071 23.41057 "RED6" 0.65 0 0.17 0 0.16 0.02 0 0 0
"555" 20003011 35.82552 23.63558 "RED7" 0.44 0 0.54 0 0.02 0 0 0 0
"556" 20003012 35.71164 24.15678 "RED8" 0.43 0 0.44 0 0.12 0.01 0 0 0
"557" 20003013 35.5399 24.25309 "RED10" 0.15 0.04 0.07 0 0.54 0.06 0.09 0 0.05
"558" 20003014 35.13316 24.67004 "RED11" 0.222222222222222 0.181818181818182 0.0808080808080808 0 0.393939393939394 0.0303030303030303 0.0808080808080808 0 0.0101010101010101
"559" 20003015 35.61184 24.21989 "RED9" 0.4 0 0.43 0 0.17 0 0 0 0
"560" 20003016 35.18158 24.78735 "RED12" 0.387755102040816 0 0.173469387755102 0 0.224489795918367 0.153061224489796 0.0510204081632653 0 0.0102040816326531
"561" 20003017 34.93801 25.0712 "RED13" 0.282828282828283 0 0.383838383838384 0 0.313131313131313 0.0101010101010101 0 0 0.0101010101010101
"562" 34003024 -17.88635 27.8003 "CAN2" 0 0.88679245282434 0 0 0.094339622644717 0 0.0188679245309434 0 0
"563" 34003025 -17.88882 27.79932 "CAN3" 0 0.849056603786038 0.0566037735777358 0 0.0943396226362264 0 0 0 0
"564" 34003026 -17.99875 27.64554 "CAN4" 0 0.774774774793243 0 0 0 0 0.225225225206757 0 0
"565" 34003027 -17.99556 27.63995 "CAN5" 0 0.990291262140194 0.00970873785980583 0 0 0 0 0 0
"566" 34003028 -18 27.64651 "CAN6" 0 0.803921568618039 0.00980392157009804 0 0.0980392156909804 0 0.0882352941208824 0 0
"567" 34003029 -16.55349 28.42213 "CAN7" 0 0.5757575758 0.1717171717 0 0 0 0.2525252525 0 0
"568" 34003030 -16.55299 28.42147 "CAN8" 0 0.51 0.35 0 0.02 0.04 0.08 0 0
"569" 34003031 -16.53035 28.41944 "CAN9" 0 0.44117647058 0.4411764706 0 0.03921568627 0.02941176471 0.04901960784 0 0
"570" 34003950 -17.88635 27.8003 "CAN2" 0 0.788461538470962 0.0288461538525962 0 0.144230769212981 0 0.0384615384634615 0 0
"571" 34003951 -17.88635 27.8003 "CAN2" 0 0.730769230738077 0 0 0.240384615412788 0 0.0288461538491346 0 0
"572" 34003952 -17.88882 27.79932 "CAN3" 0 0.771428571435429 0.00952380952019048 0 0.114285714282286 0.0857142857117143 0.019047619050381 0 0
"573" 34003953 -17.88882 27.79932 "CAN3" 0 0.890909090916727 0.0272727272708182 0 0.0363636363610909 0.0454545454513636 0 0 0
"574" 34003954 -17.99875 27.64554 "CAN4" 0 0.872549019606176 0 0 0.0490196078414706 0 0.0686274509820588 0 0.00980392157029412
"575" 34003955 -17.99875 27.64554 "CAN4" 0 0.453703703698241 0 0 0.0370370370374074 0 0.509259259264352 0 0
"576" 34003956 -17.99556 27.63995 "CAN5" 0 0.971698113210566 0.0188679245296226 0 0.00943396225981132 0 0 0 0
"577" 34003957 -17.99556 27.63995 "CAN5" 0 0.937499999994375 0.0178571428616071 0 0.0357142857132143 0 0.00892857143080357 0 0
"578" 34003958 -18 27.64651 "CAN6" 0 0.681818181836818 0.0181818181801818 0 0.299999999983 0 0 0 0
"579" 34003959 -18 27.64651 "CAN6" 0 0.76699029124466 0.00970873785980583 0 0.0970873786380583 0.00970873785980583 0.11650485439767 0 0
"580" 34003960 -16.55349 28.42213 "CAN7" 0 0.54455445545099 0.148514851486634 0 0.118811881179307 0.00990099009910891 0.17821782178396 0 0
"581" 34003961 -16.55299 28.42147 "CAN8" 0 0.451923076907115 0.461538461547692 0 0.0865384615451923 0 0 0 0
"582" 34003962 -16.53035 28.41944 "CAN9" 0 0.403846153879808 0.442307692277885 0 0.12499999999375 0.0288461538485577 0 0 0
"583" 62003087 95.25631 5.88147 "ACEH1" 0.08 0 0.04 0 0.07 0.53 0.28 0 0
"584" 62003088 95.26021 5.88102 "ACEH2" 0.08 0 0.1 0 0.13 0.16 0.53 0 0
"585" 62003089 95.25287 5.89492 "ACEH3" 0.53 0 0.09 0 0.04 0.27 0.07 0 0
"586" 62003090 95.25431 5.88529 "ACEH4" 0.184782608695652 0 0.16304347826087 0 0.0434782608695652 0.282608695652174 0.326086956521739 0 0
"587" 62003091 95.13788 5.63217 "ACEH5" 0.02 0.06 0 0 0.03 0.09 0.78 0 0.02
"588" 62003092 95.12632 5.66782 "ACEH6" 0.23 0 0.06 0 0.1 0.33 0.03 0 0.25
"589" 62003093 95.35384 5.87792 "ACEH10" 0.316326530612245 0 0.0204081632653061 0 0.255102040816327 0.0714285714285714 0.336734693877551 0 0
"590" 62003094 95.25436 5.89528 "ACEH7" 0.414141414141414 0 0.151515151515152 0 0.0505050505050505 0.373737373737374 0.0101010101010101 0 0
"591" 62003095 95.25436 5.89083 "ACEH8" 0.489795918367347 0 0.23469387755102 0 0.0408163265306122 0.193877551020408 0.0408163265306122 0 0
"592" 62003096 95.37793 5.82587 "ACEH9" 0.33 0 0.22 0 0.01 0.26 0.18 0 0
"593" 62003097 95.2696 5.86718 "ACEH11" 0.102040816326531 0 0.112244897959184 0 0.0918367346938776 0.653061224489796 0.0306122448979592 0 0.0102040816326531
"594" 62003098 95.25255 5.89787 "ACEH12" 0.18 0 0.46 0 0.14 0.17 0.01 0 0.04
"595" 62003099 95.09202 5.6639 "ACEH13" 0.363636363636364 0.101010101010101 0.0101010101010101 0 0.303030303030303 0.212121212121212 0.0101010101010101 0 0
"596" 62003100 95.16272 5.64638 "ACEH14" 0.25 0 0.01 0 0.25 0.31 0.16 0 0.02
"597" 62003101 95.28406 5.84835 "ACEH15" 0.0606060606060606 0 0.171717171717172 0 0.474747474747475 0.0303030303030303 0.262626262626263 0 0
"598" 62003102 95.25413 5.88585 "ACEH16" 0.313131313131313 0 0.151515151515152 0 0.262626262626263 0.141414141414141 0.121212121212121 0 0.0101010101010101
"599" 62003103 95.26192 5.87248 "ACEH17" 0.520833333333333 0 0.03125 0 0.15625 0.260416666666667 0.03125 0 0
"600" 62003104 95.33671 5.77726 "ACEH18" 0.244897959183673 0 0.0510204081632653 0 0.244897959183673 0.122448979591837 0.193877551020408 0 0.142857142857143
"601" 62003105 95.34664 5.80058 "ACEH19" 0.446808510638298 0 0.0957446808510638 0 0.127659574468085 0.265957446808511 0.0106382978723404 0 0.0531914893617021
"602" 62003106 95.25651 5.88679 "ACEH20" 0.53 0 0.09 0 0.06 0.22 0.1 0 0
"603" 62003107 95.24911 5.88277 "ACEH21" 0.07 0 0.34 0 0.12 0.34 0.05 0 0.08
"604" 62003108 95.25118 5.88289 "ACEH22" 0.0612244897959184 0 0.295918367346939 0 0.13265306122449 0.193877551020408 0.0306122448979592 0 0.285714285714286
"605" 62003109 95.361378 5.85724 "ACEH23" 0.256716333988809 0.000561999999999839 0.0769400252151004 0 0.308043825713363 0.146520647452206 0.15833210601702 0 0.0267946444657167
"606" 62003110 95.34356 5.89158 "ACEH24" 0.429988395517292 0.00352938095238079 0.129753279177409 0 0.176474264985669 0.164920459217569 0.090294428422356 0 0.0445957283559182
"607" 62003111 95.31384 5.87715 "ACEH25" 0.266976386094836 0 0.0581182956122856 0 0.28629865220939 0.142124163014441 0.245018649935048 0 0.0340302499976503
"608" 62003112 95.26884 5.86461 "ACEH26" 0.102162146529624 0 0.0778015796534604 0 0.171128743622449 0.583015373223857 0.0582543469406161 0 0.00497574078982242
"609" 62003113 95.27358 5.8543 "ACEH27" 0.0938316858760098 0 0.0990522373142519 0 0.294276830016639 0.447593660806314 0.0856050195927939 0 0.00276047740524781
"610" 62003114 95.26658 5.87207 "ACEH28" 0.227957921368636 0 0.0607044835742278 0 0.177983723942228 0.430081964272217 0.129152691699245 0 0.00496377549179845
"611" 62003115 95.19375 5.60681 "ACEH29" 0.132898414115646 0.0376383576792933 0.0279435464304201 0 0.120391990364585 0.20385435103578 0.31450136136879 0 0.0726223002512962
"612" 62003116 95.13154 5.6291 "ACEH30" 0.167956648757988 0.0408748127770693 0.0202480921459493 0 0.104296693465265 0.205723548837813 0.302880508554937 0 0.069616189140185
"613" 62003117 122.342 -8.486 "FLORES1" 0.0707070707070707 0.0505050505050505 0.0606060606060606 0 0.101010101010101 0.535353535353535 0.151515151515152 0 0.0303030303030303
"614" 62003118 122.32913 -8.45386 "FLORES2" 0.42 0 0.28 0 0.14 0.04 0 0 0.12
"615" 62003119 122.32842 -8.43986 "FLORES3" 0.49 0 0.24 0 0.1 0.06 0.01 0 0.1
"616" 62003120 122.32843 -8.43966 "FLORES4" 0.13 0 0.13 0 0.02 0.49 0.16 0 0.07
"617" 62003121 122.46081 -8.48432 "FLORES5" 0.87 0 0.09 0 0 0.03 0 0 0.01
"618" 62003122 122.499 -8.435 "FLORES6" 0.32 0 0.25 0 0.15 0.21 0 0 0.07
"619" 62003123 122.48146 -8.48255 "FLORES7" 0.05 0 0.08 0 0.13 0.51 0.2 0 0.03
"620" 62003713 95.25631 5.88147 "ACEH1" 0.03 0 0 0 0.41 0.33 0.22 0 0.01
"621" 62003714 95.26021 5.88102 "ACEH2" 0.571428571428571 0 0.112244897959184 0 0.183673469387755 0.102040816326531 0.0102040816326531 0 0.0204081632653061
"622" 62003715 95.25287 5.89492 "ACEH3" 0.428571428571429 0 0.295918367346939 0 0.112244897959184 0.112244897959184 0.0408163265306122 0 0.0102040816326531
"623" 62003716 95.25431 5.88529 "ACEH4" 0.322916666666667 0 0.145833333333333 0 0.0520833333333333 0.260416666666667 0.09375 0 0.125
"624" 62003717 95.25436 5.89083 "ACEH8" 0.37 0 0.17 0 0.07 0.34 0.05 0 0
"625" 62003718 95.2696 5.86718 "ACEH11" 0.01 0 0.05 0 0.25 0.64 0.05 0 0
"626" 62003719 95.25255 5.89787 "ACEH12" 0.18 0 0.37 0 0.39 0.05 0.01 0 0
"627" 62003720 95.28406 5.84835 "ACEH15" 0.173469387755102 0 0.0408163265306122 0 0.530612244897959 0.224489795918367 0.0306122448979592 0 0
"628" 62003721 95.25413 5.88585 "ACEH16" 0.363636363636364 0 0.141414141414141 0 0.151515151515152 0.232323232323232 0.0505050505050505 0 0.0606060606060606
"629" 62003722 95.25413 5.88585 "ACEH16" 0.323232323232323 0 0.141414141414141 0 0.111111111111111 0.383838383838384 0.0101010101010101 0 0.0303030303030303
"630" 62003723 95.26192 5.87248 "ACEH17" 0.352272727272727 0 0.0454545454545455 0 0.204545454545455 0.193181818181818 0.193181818181818 0 0.0113636363636364
"631" 62003724 95.26192 5.87248 "ACEH17" 0.275510204081633 0 0.0612244897959184 0 0.173469387755102 0.153061224489796 0.336734693877551 0 0
"632" 62003725 95.33671 5.77726 "ACEH18" 0.52 0 0.05 0 0.15 0.07 0.2 0 0.01
"633" 62003726 95.33671 5.77726 "ACEH18" 0.03 0 0 0 0.44 0.12 0.26 0 0.15
"634" 62003727 95.34664 5.80058 "ACEH19" 0.19 0 0.11 0 0.2 0.11 0.04 0 0.35
"635" 62003728 95.34664 5.80058 "ACEH19" 0.32 0.02 0.09 0 0.22 0.12 0 0 0.23
"636" 62003729 95.25651 5.88679 "ACEH20" 0.484848484848485 0 0.121212121212121 0 0.171717171717172 0.121212121212121 0.0101010101010101 0 0.0909090909090909
"637" 62003730 95.25651 5.88679 "ACEH20" 0.67 0 0.06 0 0.07 0.15 0.05 0 0
"638" 62003731 95.25651 5.88679 "ACEH20" 0.35 0 0.19 0 0.13 0.26 0.07 0 0
"639" 62003732 95.24911 5.88277 "ACEH21" 0.01 0 0.1 0 0.06 0.07 0.03 0 0.73
"640" 62003733 95.25118 5.88289 "ACEH22" 0.08 0 0.31 0 0.08 0.34 0.06 0 0.13
"641" 62003737 115.5945 -8.277 "BALI1" 0.44 0.03 0.04 0 0 0 0.21 0 0.28
"642" 506002951 -85.79197 10.51775 "ETP115" 0 0.98095238095 0.01904761905 0 0 0 0 0 0
"643" 506002952 -85.702467 10.607367 "ETP116" 0.238095238095238 0.19047619047619 0.226190476190476 0 0.333333333333333 0 0.0119047619047619 0 0
"644" 506002953 -87.054083 5.554117 "ETP118" 0.28 0.05 0.56 0 0.04 0.04 0 0 0.03
"645" 506002956 -87.048517 5.56095 "ETP119" 0.14 0.26 0.32 0 0.25 0.01 0 0 0.02
"646" 506002957 -87.0875 5.534833 "ETP120" 0.27 0.44 0.08 0 0.21 0 0 0 0
"647" 506002958 -87.086667 5.534 "ETP121" 0.0476190476185714 0.866666666674 0.0285714285691429 0 0.0476190476185714 0 0 0 0.00952380951971428
"648" 506002959 -87.050883 5.552283 "ETP122" 0.25 0.56 0.06 0 0.12 0.01 0 0 0
"649" 506002960 -87.0331 5.550215 "ETP117" 0.05 0.81 0 0 0.12 0.01 0.01 0 0
"650" 506002961 -79.06583 8.67092 "ETP4" 0 0.96 0.02 0 0.02 0 0 0 0
"651" 506002962 -83.86901 8.71623 "ETP51" 0.25 0.54 0 0 0.13 0.07 0.01 0 0
"652" 506002963 -87.03493 5.5509 "ETP14" 0.064 0.52 0.114 0 0.036 0.008 0.188 0 0.07
"653" 506002964 -87.04693 5.56187 "ETP15" 0.17 0.538 0.044 0 0.02 0 0.204 0 0.024
"654" 506002965 -87.04663 5.56213 "ETP16" 0.375757575757576 0.305050505050505 0.0747474747474748 0 0.0323232323232323 0.0222222222222222 0 0 0.18989898989899
"655" 506002966 -87.05408 5.55411 "ETP17" 0.82680412371134 0.0701030927835052 0.0680412371134021 0 0.0329896907216495 0 0 0 0.00206185567010309
"656" 506002967 -87.02909 5.54592 "ETP18" 0.018 0.434 0.392 0 0 0 0.156 0 0
"657" 506002968 -87.02996 5.52842 "ETP19" 0.01 0.53 0.21 0 0.0175 0.03 0.1975 0 0.005
"658" 506002969 -87.0817 5.54822 "ETP21" 0.422 0.158 0.244 0 0.128 0.02 0 0 0.028
"659" 506002970 -87.07175 5.54335 "ETP22" 0.226 0.554 0.1 0 0.022 0.034 0.002 0 0.062
"660" 506002971 -87.0604 5.54994 "ETP23" 0.332 0.348 0.148 0 0.064 0.108 0 0 0
"661" 506002972 -87.06231 5.54595 "ETP24" 0.56312625250501 0.338677354709419 0.0460921843687375 0 0.00400801603206413 0 0.030060120240481 0 0.0180360721442886
"662" 506002973 -87.10121 5.50856 "ETP25" 0 0.052 0.448 0 0.012 0.142 0 0 0.346
"663" 506002974 -87.08898 5.49312 "ETP26" 0.123333333363 0.063333333381 0.256666666623 0 0.19999999994 0.006666666698 0 0 0.349999999995
"664" 506002975 -87.08679 5.53536 "ETP20" 0.177542543156328 0.585378258890201 0.0624506297421961 2.49999999913683e-05 0.118294874764871 0.00515170829620453 0.00145038639889787 0 0.0358760105811356
"665" 506002976 -87.09582 5.5193 "ETP27" 0.002 0.198 0.03 0 0.264 0.316 0 0 0.19
"666" 506002977 -87.06775 5.50579 "ETP28" 0.162162162192973 0.616216216185405 0.027027027027027 0.0324324324324324 0.0432432432432432 0.0324324324324324 0.0108108108108108 0 0.0756756756756757
"667" 506002979 -85.48717 9.86011 "ETP30" 0.026 0.002 0.004 0 0 0.866 0.096 0 0.006
"668" 506002980 -85.51617 9.86374 "ETP31" 0.120582120582121 0.168399168399168 0 0 0 0.708939708939709 0 0 0.00207900207900208
"669" 506002981 -85.49651 9.8652 "ETP32" 0.208 0.32 0.058 0 0 0.158 0.256 0 0
"670" 506002982 -85.48544 9.86241 "ETP33" 0 0.0100603621730382 0 0 0 0.434607645875252 0.549295774647887 0 0.00603621730382294
"671" 506002983 -85.4967 9.86422 "ETP34" 0 0.064 0.002 0 0 0.118 0.814 0 0.002
"672" 506002984 -85.46999 9.85037 "ETP35" 0.008 0.662 0.058 0 0.198 0.004 0.02 0 0.05
"673" 506002985 -85.41877 9.85023 "ETP36" 0 0.788888888879444 0.0777777777838889 0 0.0666666666733333 0.0444444444422222 0 0 0.0222222222211111
"674" 506002986 -85.40214 9.8485 "ETP37" 0.01 0.8 0.06 0 0.028 0 0.066 0 0.036
"675" 506002987 -85.40054 9.8424 "ETP38" 0.008 0.026 0 0 0 0.944 0 0 0.022
"676" 506002988 -85.46064 9.85339 "ETP39" 0.00984397898205238 0.631037181550789 0.0844809989801277 0 0.148872458967617 0.048250858738851 0.0179071038900067 0 0.0524840113230389
"677" 506002989 -85.37397 9.84155 "ETP40" 0.026 0.476 0.122 0 0.082 0.034 0.078 0 0.182
"678" 506002991 -85.3322 9.81501 "ETP42" 0.052 0.532 0.202 0 0.042 0.012 0.016 0 0.144
"679" 506002993 -85.2714 9.75662 "ETP44" 0.0241545893673738 0.888888888897907 0.038647342999972 0.00966183574492053 0.00966183574492053 0 0 0 0.0289855072449065
"680" 506002994 -83.71687 8.67714 "ETP45" 0.034 0.554 0.142 0 0.058 0.012 0.014 0 0.186
"681" 506002995 -83.86634 8.70656 "ETP46" 0.235294117647059 0.36105476673428 0.160243407707911 0 0.0466531440162272 0.158215010141988 0.0202839756592292 0 0.0182555780933063
"682" 506002996 -83.89795 8.70352 "ETP47" 0.0594059405917822 0.73267326731198 0.0693069306920792 0 0 0 0.138613861404158 0 0
"683" 506002997 -83.882 8.71446 "ETP48" 0.124 0.362 0.12 0 0.06 0.006 0.272 0 0.056
"684" 506002998 -83.89129 8.71151 "ETP49" 0.264 0.192 0.29 0 0.08 0.006 0.168 0 0
"685" 506002999 -83.87642 8.71817 "ETP50" 0.182 0.444 0.136 0 0.054 0.008 0.066 0 0.11
"686" 506003000 -83.8891 8.6983 "ETP52" 0.196 0.354 0.242 0 0.044 0.002 0.142 0 0.02
"687" 506003001 -83.9147 8.70105 "ETP53" 0.218 0.016 0.304 0 0.35 0.004 0.002 0 0.106
"688" 506003002 -83.82632 8.73154 "ETP54" 0.172 0.032 0.358 0 0.254 0.008 0.028 0 0.148
"689" 506003003 -83.73633 8.63799 "ETP55" 0.02 0.548 0.092 0 0.05 0.116 0.038 0 0.136
"690" 506003004 -83.28786 8.36985 "ETP56" 0.188 0.364 0.122 0 0.05 0.05 0.124 0 0.102
"691" 506003335 -87.03108 5.554 "ETP240" 0.0469135802046914 0.861728395086173 0 0 0 0 0.0839506173083951 0 0.00740740740074074
"692" 506003336 -87.03108 5.554 "ETP240" 0.0456790123045679 0.804938271680494 0 0 0 0 0.140740740714074 0 0.0086419753008642
"693" 506003351 -87.0801225 5.50014 "ETP234" 0.013580246901358 0.924691358092469 0.00123456790012346 0 0 0.00370370370037037 0.00246913580024691 0 0.0543209876054321
"694" 506003353 -87.0801225 5.50014 "ETP234" 0.0370370370037037 0.839506172883951 0 0 0 0 0 0 0.123456790112346
"695" 506003712 -87.050883 5.552283 "ETP122" 0.310880829015544 0.49740932642487 0.0362694300518135 0.0310880829015544 0.0932642487046632 0.0207253886010363 0 0 0.0103626943005181
"696" 506003797 -79.06583 8.67092 "ETP4" 0.0355820573182385 0.788809855344603 0.0621893973925161 0 0.0134937154378369 0.0252730531090663 0.077401314450411 0 0.00175739184029717
"697" 506003805 -87.04693 5.56187 "ETP15" 0.132 0.438 0.308 0 0.03 0.05 0.012 0 0.03
"698" 506003807 -87.03493 5.5509 "ETP14" 0.016 0.672 0.182 0 0.03 0.016 0.012 0 0.072
"699" 506003808 -87.04663 5.56213 "ETP16" 0.12625250501002 0.418837675350701 0.198396793587174 0 0.062124248496994 0.0280561122244489 0 0 0.166332665330661
