taxon,birth,death,ccp,source
Iniistius,0.07166251542837095,0.0,0.5526315789473684,from Xyrichtyinae (crown capture probability)
Novaculichthys,0.07166251542837095,0.0,0,from Xyrichtyinae (singleton)
Novaculoides,0.07166251542837095,0.0,0,from Xyrichtyinae (singleton)
Novaculops,0.07166251542837095,0.0,0.0,from Xyrichtyinae (unsampled)
Xyrichtys,0.07166251542837095,0.0,0.7777777777777778,from Xyrichtyinae (crown capture probability)
Lophiiformes,0.052560865089554314,0.0,0.9761904761904762,computed
Antennariidae,0.052560865089554314,0.0,0.9761904761904762,computed
Antennariinae,0.05555686341727161,0.0,0.9586466165413534,computed
Antennarius,0.06430079456153742,0.0,0.9545454545454546,computed
Fowlerichthys,0.05555686341727161,0.0,0.75,from Antennariinae (crown capture probability)
Nudiantennarius,0.05555686341727161,0.0,0.0,from Antennariinae (unsampled)
Histiophryninae,0.0385021090484482,0.0,0.96,computed
Echinophryne,0.0385021090484482,0.0,0.6666666666666667,from Histiophryninae (crown capture probability)
Histiophryne,0.0385021090484482,0.0,0.0,from Histiophryninae (not monophyletic)
Lophiocharon,1e-06,0.0,1.0,computed
Rhycherus,0.0385021090484482,0.0,0.0,from Histiophryninae (crown capture probability)
Tathicarpus,0.0385021090484482,0.0,0,from Histiophryninae (singleton)
Pempheriformes,0.08508603243170998,0.035155858743331415,0.8088888888888889,computed
Pempheridae,0.08508603243170998,0.035155858743331415,0.8088888888888889,computed
Pempherinae,0.08508603243170998,0.035155858743331415,0.8088888888888889,computed
Parapriacantha,0.08508603243170998,0.035155858743331415,0,from Pempherinae (singleton)
Parapriacanthus,0.08508603243170998,0.035155858743331415,0.0,from Pempherinae (crown capture probability)
Pempheris,0.08508603243170998,0.035155858743331415,0.7509157509157509,from Pempherinae (crown capture probability)
Perciformes,0.09914697813944029,0.03482060093565483,0.995702005730659,computed
Acanthistidae,0.09914697813944029,0.03482060093565483,0.0,from Perciformes (crown capture probability)
Acanthistinae,0.09914697813944029,0.03482060093565483,0.0,from Acanthistidae (crown capture probability)
Acanthistius,0.09914697813944029,0.03482060093565483,0.0,from Acanthistinae (crown capture probability)
Epinephelidae,0.09914697813944029,0.03482060093565483,0.0,from Perciformes (not monophyletic)
Anthiinae,0.09914697813944029,0.03482060093565483,0.75,from Serranidae (crown capture probability)
Epinephelides,0.09914697813944029,0.03482060093565483,0.0,from Anthiinae (unsampled)
Baldwinella,0.09914697813944029,0.03482060093565483,0.0,from Anthiinae (not monophyletic)
Caprodon,0.09914697813944029,0.03482060093565483,0.0,from Anthiinae (unsampled)
Choranthias,0.09914697813944029,0.03482060093565483,0.0,from Anthiinae (unsampled)
Giganthias,0.09914697813944029,0.03482060093565483,0.0,from Anthiinae (unsampled)
Hemanthias,0.09914697813944029,0.03482060093565483,0.6666666666666667,from Anthiinae (crown capture probability)
Holanthias,0.09914697813944029,0.03482060093565483,0.0,from Anthiinae (unsampled)
Hypoplectrodes,0.09914697813944029,0.03482060093565483,0.0,from Anthiinae (unsampled)
Lepidoperca,0.09914697813944029,0.03482060093565483,0.0,from Anthiinae (unsampled)
Luzonichthys,0.09914697813944029,0.03482060093565483,0.0,from Anthiinae (crown capture probability)
Meganthias,0.09914697813944029,0.03482060093565483,0.0,from Anthiinae (unsampled)
Odontanthias,0.09914697813944029,0.03482060093565483,0.75,from Anthiinae (crown capture probability)
Odontanthius,0.09914697813944029,0.03482060093565483,0,from Anthiinae (singleton)
Othos,0.09914697813944029,0.03482060093565483,0.0,from Anthiinae (unsampled)
Plectranthias,0.09914697813944029,0.03482060093565483,0.0,from Anthiinae (unsampled)
Pseudanthias,0.07528396418686575,0.0,0.9036885245901639,computed
Rabaulichthys,0.09914697813944029,0.03482060093565483,0.0,from Anthiinae (unsampled)
Sacura,0.09914697813944029,0.03482060093565483,0.0,from Anthiinae (unsampled)
Serranocirrhitus,0.09914697813944029,0.03482060093565483,0.0,from Anthiinae (unsampled)
Tosanoides,0.09914697813944029,0.03482060093565483,0.0,from Anthiinae (unsampled)
Trachypoma,0.09914697813944029,0.03482060093565483,0.0,from Anthiinae (unsampled)
Cephalopholinae,0.05387155924167093,0.0,0.9845679012345679,computed
Cephalopholis,0.05387155924167093,0.0,0.0,from Cephalopholinae (not monophyletic)
Paranthias,1e-06,0.0,1.0,computed
Epinephelinae,0.09100493855122113,0.0,0.9882478632478633,computed
Epinephelus,0.09030771026222517,0.0,0.9886240520043337,computed
Gonioplectrus,0.09100493855122113,0.0,0.0,from Epinephelinae (unsampled)
Grammistinae,0.09914697813944029,0.03482060093565483,0.0,from Serranidae (unsampled)
Grammistes,0.07699757695194379,0.0,0,from Grammistinae (singleton)
Grammistops,0.07699757695194379,0.0,0,from Grammistinae (singleton)
Pogonoperca,0.07699757695194379,0.0,0.0,from Grammistinae (crown capture probability)
Rypticus,0.09601870716517755,0.0,0.873015873015873,computed
Hyporthodinae,0.08181042987535148,0.0,0.9956709956709957,computed
Alphestes,0.0777896651130761,0.0,1.0,computed
Dermatolepis,0.05538415190374513,0.0,1.0,computed
Hyporthodus,0.07643465363660087,0.0,0.9871794871794872,computed
Paradermatolepis,0.08181042987535148,0.0,0,from Hyporthodinae (singleton)
Parahyporthodus,1e-06,0.0,1.0,computed
Liopropomatinae,0.09914697813944029,0.03482060093565483,0.7222222222222222,from Epinephelidae (crown capture probability)
Liopropoma,0.09914697813944029,0.03482060093565483,0.7222222222222222,from Liopropomatinae (crown capture probability)
Mycteropercinae,0.12125702201970563,0.0,0.9917355371900827,computed
Mycteroperca,0.12125702201970563,0.0,0.9917355371900827,computed
Plectropominae,0.06600806549824392,0.058760328654758595,0.96,computed
Belonoperca,0.06600806549824392,0.058760328654758595,0,from Plectropominae (singleton)
Diploprion,0.06600806549824392,0.058760328654758595,0.0,from Plectropominae (crown capture probability)
Plectropomus,0.0961362924159731,0.03058846787545816,0.9523809523809523,computed
Saloptia,0.06600806549824392,0.058760328654758595,0,from Plectropominae (singleton)
Pseudogramminae,0.09914697813944029,0.03482060093565483,0.75,from Epinephelidae (crown capture probability)
Aporops,0.09914697813944029,0.03482060093565483,0,from Pseudogramminae (singleton)
Pseudogramma,0.09914697813944029,0.03482060093565483,0.0,from Pseudogramminae (not monophyletic)
Suttonia,0.09914697813944029,0.03482060093565483,0.0,from Pseudogramminae (crown capture probability)
Variolinae,1e-06,0.0,1.0,computed
Variola,1e-06,0.0,1.0,computed
Niphonidae,1e-06,0.0,1.0,computed
Niphoninae,1e-06,0.0,1.0,computed
Niphon,1e-06,0.0,1.0,computed
Platycephalidae,0.09914697813944029,0.03482060093565483,0.7738095238095238,from Perciformes (crown capture probability)
Cociellainae,0.09914697813944029,0.03482060093565483,0.0,from Platycephalidae (unsampled)
Cociella,0.09914697813944029,0.03482060093565483,0.0,from Cociellainae (unsampled)
Cymbacephalinae,0.09914697813944029,0.03482060093565483,0.0,from Platycephalidae (unsampled)
Cymbacephalus,0.09914697813944029,0.03482060093565483,0.0,from Cymbacephalinae (unsampled)
Leviprorainae,1e-06,0.0,1.0,computed
Leviprora,1e-06,0.0,0,from Leviprorainae (singleton)
Papilloculiceps,1e-06,0.0,0,from Leviprorainae (singleton)
Onigociainae,0.09914697813944029,0.03482060093565483,0.0,from Platycephalidae (unsampled)
Onigocia,0.09914697813944029,0.03482060093565483,0.0,from Onigociainae (unsampled)
Platycephalinae,1e-06,0.0,1.0,computed
Platycephalus,1e-06,0.0,1.0,computed
Rogadiuinae,0.09914697813944029,0.03482060093565483,0.0,from Platycephalidae (unsampled)
Rogadius,0.09914697813944029,0.03482060093565483,0.0,from Rogadiuinae (unsampled)
Sunagociainae,0.09914697813944029,0.03482060093565483,0.0,from Platycephalidae (crown capture probability)
Sunagocia,0.09914697813944029,0.03482060093565483,0.0,from Sunagociainae (crown capture probability)
Thysanophrysinae,0.09914697813944029,0.03482060093565483,0.0,from Platycephalidae (crown capture probability)
Thysanophrys,0.09914697813944029,0.03482060093565483,0.0,from Thysanophrysinae (crown capture probability)
Scorpaenidae,0.09926127481891842,0.01450305197090189,0.9729340166559898,computed
Parascorpaenodinae,1e-06,0.0,1.0,computed
Parascorpaenodes,1e-06,0.0,1.0,computed
Pontininae,0.09926127481891842,0.01450305197090189,0.6666666666666667,from Scorpaenidae (crown capture probability)
Pontinus,0.09926127481891842,0.01450305197090189,0.6666666666666667,from Pontininae (crown capture probability)
Pteroinae,0.08267060553298997,0.0,0.9352941176470588,computed
Ebosia,0.08267060553298997,0.0,0.0,from Pteroinae (unsampled)
Parapterois,0.08267060553298997,0.0,0.0,from Pteroinae (unsampled)
Pterois,0.08599842869721949,0.0,0.9307692307692308,computed
Scorpaenoda,1e-06,0.0,1.0,computed
Scorpaenodes,0.08267060553298997,0.0,0.6545454545454545,from Pteroinae (crown capture probability)
Scorpaenodu,0.08267060553298997,0.0,0,from Pteroinae (singleton)
Scorpaeninae,0.0977744423179893,0.0,0.9479569892473119,computed
Caracanthus,0.0977744423179893,0.0,0.5555555555555556,from Scorpaeninae (crown capture probability)
Hipposcorpaena,0.0977744423179893,0.0,0.0,from Scorpaeninae (unsampled)
Hoplosebastes,0.0977744423179893,0.0,0.0,from Scorpaeninae (unsampled)
Idiastion,0.0977744423179893,0.0,0.0,from Scorpaeninae (unsampled)
Iracundus,0.0977744423179893,0.0,0,from Scorpaeninae (singleton)
Neomerinthe,0.0977744423179893,0.0,0.0,from Scorpaeninae (crown capture probability)
Neoscorpaena,0.0977744423179893,0.0,0.0,from Scorpaeninae (unsampled)
Parascorpaena,0.0977744423179893,0.0,0.41666666666666663,from Scorpaeninae (crown capture probability)
Phenacoscorpius,0.0977744423179893,0.0,0.0,from Scorpaeninae (unsampled)
Pogonoscorpius,0.0977744423179893,0.0,0.0,from Scorpaeninae (unsampled)
Pteroidichthys,0.0977744423179893,0.0,0.0,from Scorpaeninae (unsampled)
Rhinopias,0.0977744423179893,0.0,0.0,from Scorpaeninae (unsampled)
Scorpaena,0.10433747339437704,0.0,0.9337944664031621,computed
Sebastapistes,0.0977744423179893,0.0,0.0,from Scorpaeninae (crown capture probability)
Taenianotus,0.0977744423179893,0.0,0,from Scorpaeninae (singleton)
Thysanichthys,0.0977744423179893,0.0,0.0,from Scorpaeninae (unsampled)
Ursinoscorpaenopsis,0.0977744423179893,0.0,0.0,from Scorpaeninae (unsampled)
Serranidae,0.09914697813944029,0.03482060093565483,0.0,from Perciformes (not monophyletic)
Anthias,0.09914697813944029,0.03482060093565483,0.75,from Anthiinae (crown capture probability)
Caesioscorpisinae,0.09914697813944029,0.03482060093565483,0.0,from Serranidae (unsampled)
Caesioscorpis,0.09914697813944029,0.03482060093565483,0.0,from Caesioscorpisinae (unsampled)
Aulacocephalus,0.09914697813944029,0.03482060093565483,0.0,from Grammistinae (unsampled)
Hemilutjanusinae,0.09914697813944029,0.03482060093565483,0.0,from Serranidae (unsampled)
Hemilutjanus,0.09914697813944029,0.03482060093565483,0.0,from Hemilutjanusinae (unsampled)
Rainfordinae,0.09914697813944029,0.03482060093565483,0.0,from Serranidae (unsampled)
Rainfordia,0.09914697813944029,0.03482060093565483,0.0,from Rainfordinae (unsampled)
Serraninae,0.1460975205649183,0.11158014512394751,0.9776422764227642,computed
Centropristis,0.1460975205649183,0.11158014512394751,0.0,from Serraninae (crown capture probability)
Chelidoperca,0.1460975205649183,0.11158014512394751,0.75,from Serraninae (crown capture probability)
Diplectrum,0.13225302503154981,0.13216281822396916,0.9,computed
Dules,0.1460975205649183,0.11158014512394751,0.0,from Serraninae (unsampled)
Hypoplectrus,2.0392646282208515,0.0,0.9142857142857143,computed
Paradiplectrum,1e-06,0.0,1.0,computed
Paralabrax,0.07365021247509264,0.0,1.0,computed
Paraserranus,0.013055918002559933,0.0,1.0,computed
Parasphyraenops,0.1460975205649183,0.11158014512394751,0.0,from Serraninae (unsampled)
Schultzea,0.021167348676433752,0.0,1.0,computed
Serraniculus,0.1460975205649183,0.11158014512394751,0.0,from Serraninae (unsampled)
Serranus,0.1460975205649183,0.11158014512394751,0.7301587301587302,from Serraninae (crown capture probability)
Spariformes,0.05626815855826966,0.0,0.9951343273207521,computed
Lethrinidae,0.053594918251598414,0.0,0.9822580645161291,computed
Lethrininae,0.05884111735764248,0.0,0.9871794871794872,computed
Lethrinus,0.05884111735764248,0.0,0.9871794871794872,computed
Monotaxinae,0.04626374866038516,0.0,0.8653846153846154,computed
Gnathodentex,0.04626374866038516,0.0,0,from Monotaxinae (singleton)
Gymnocranius,0.04626374866038516,0.0,0.7333333333333334,from Monotaxinae (crown capture probability)
Monotaxis,0.04626374866038516,0.0,0.0,from Monotaxinae (crown capture probability)
Wattsia,0.04626374866038516,0.0,0,from Monotaxinae (singleton)
Malacanthidae,0.048476045270106995,0.0,0.9502262443438914,computed
Caulolatinae,0.01676013852501556,0.0,0.8333333333333334,computed
Caulolatilus,0.01676013852501556,0.0,0.6666666666666667,from Caulolatinae (crown capture probability)
Paracaulolatilus,0.01676013852501556,0.0,0,from Caulolatinae (singleton)
Hoplolatilinae,0.048476045270106995,0.0,0.625,from Malacanthidae (crown capture probability)
Hoplolatilus,0.048476045270106995,0.0,0.625,from Hoplolatilinae (crown capture probability)
Latilinae,0.10464197539593248,0.10091036419893233,0.9,computed
Branchiostegus,0.13926357273348358,0.13895795203076183,0.873015873015873,computed
Lopholatilus,0.10464197539593248,0.10091036419893233,0,from Latilinae (singleton)
Malacanthinae,0.01355307822245774,0.0,1.0,computed
Malacanthus,0.01355307822245774,0.0,1.0,computed
Nemipteridae,0.05318841872716949,0.0,0.9444444444444444,computed
Nemipterinae,0.023337317639913455,0.0,0.9,computed
Nemipterus,0.023337317639913455,0.0,0.9,computed
Pentapodinae,0.05702552162943729,0.0,0.8,computed
Pentapodus,0.05702552162943729,0.0,0.8,computed
Scaevinae,0.05318841872716949,0.0,0.0,from Nemipteridae (unsampled)
Scaevius,0.05318841872716949,0.0,0.0,from Scaevinae (unsampled)
Scolopsinae,0.04834592612278063,0.0,0.8814814814814815,computed
Scolopsis,0.04834592612278063,0.0,0.8814814814814815,computed
Sparidae,0.061678189731281946,0.0,0.9920556107249255,computed
Acanthopagrinae,0.04765053099891389,0.0,0.84,computed
Acanthopagrus,0.04765053099891389,0.0,0.84,computed
Archosarginae,0.061678189731281946,0.0,0.6666666666666667,from Sparidae (crown capture probability)
Archosargus,0.061678189731281946,0.0,0.6666666666666667,from Archosarginae (crown capture probability)
Argyropinae,0.061678189731281946,0.0,0.6666666666666667,from Sparidae (crown capture probability)
Argyrops,0.061678189731281946,0.0,0.6666666666666667,from Argyropinae (crown capture probability)
Argyrozoninae,0.061678189731281946,0.0,0,from Sparidae (singleton)
Argyrozona,0.061678189731281946,0.0,0,from Argyrozoninae (singleton)
Boopinae,0.061678189731281946,0.0,0.0,from Sparidae (crown capture probability)
Boops,0.061678189731281946,0.0,0.0,from Boopinae (crown capture probability)
Boopsoidinae,0.061678189731281946,0.0,0.0,from Sparidae (unsampled)
Boopsoidea,0.061678189731281946,0.0,0.0,from Boopsoidinae (unsampled)
Chrysoblephunae,0.06665884140237414,0.0,1.0,computed
Chrysoblephus,0.06665884140237414,0.0,1.0,computed
Chrysophrynae,0.061678189731281946,0.0,0,from Sparidae (singleton)
Chrysophrys,0.061678189731281946,0.0,0,from Chrysophrynae (singleton)
Danioninae,0.061678189731281946,0.0,0.6,from Sparidae (crown capture probability)
Calamus,0.061678189731281946,0.0,0.6,from Danioninae (crown capture probability)
Dentinae,0.061678189731281946,0.0,0.75,from Sparidae (crown capture probability)
Dentex,0.061678189731281946,0.0,0.75,from Dentinae (crown capture probability)
Diplodinae,0.15423668245588532,0.07580870077446594,0.9313725490196079,computed
Diplodus,0.15423668245588532,0.07580870077446594,0.9313725490196079,computed
Evynnisinae,1e-06,0.0,1.0,computed
Evynnis,1e-06,0.0,1.0,computed
Gymnocrotaphusinae,0.061678189731281946,0.0,0,from Sparidae (singleton)
Gymnocrotaphus,0.061678189731281946,0.0,0,from Gymnocrotaphusinae (singleton)
Lagodoninae,0.061678189731281946,0.0,0,from Sparidae (singleton)
Lagodon,0.061678189731281946,0.0,0,from Lagodoninae (singleton)
Lithognathusinae,0.061678189731281946,0.0,0,from Sparidae (singleton)
Lithognathus,0.061678189731281946,0.0,0,from Lithognathusinae (singleton)
Obladainae,0.061678189731281946,0.0,0,from Sparidae (singleton)
Oblada,0.061678189731281946,0.0,0,from Obladainae (singleton)
Pachymetoponinae,0.11439252269954432,0.0,0.9,computed
Pachymetopon,0.11439252269954432,0.0,0.9,computed
Pagellusinae,0.04699967515412722,0.04698421600353791,0.9,computed
Pagellus,0.04699967515412722,0.04698421600353791,0.9,computed
Pagrusinae,0.061678189731281946,0.0,0.5555555555555556,from Sparidae (crown capture probability)
Pagrus,0.061678189731281946,0.0,0.5555555555555556,from Pagrusinae (crown capture probability)
Paracalaminae,0.061678189731281946,0.0,0,from Sparidae (singleton)
Paracalamus,0.061678189731281946,0.0,0,from Paracalaminae (singleton)
Paracanthopaginae,0.061678189731281946,0.0,0,from Sparidae (singleton)
Paracanthopagrus,0.061678189731281946,0.0,0,from Paracanthopaginae (singleton)
Parapagellusinae,1e-06,0.0,1.0,computed
Parapagellus,1e-06,0.0,1.0,computed
Parapagrusinae,0.061678189731281946,0.0,0,from Sparidae (singleton)
Parapagrus,0.061678189731281946,0.0,0,from Parapagrusinae (singleton)
Pararhabdosarginae,0.061678189731281946,0.0,0,from Sparidae (singleton)
Pararhabdosargus,0.061678189731281946,0.0,0,from Pararhabdosarginae (singleton)
Polysteganusinae,0.061678189731281946,0.0,0.5,from Sparidae (crown capture probability)
Polysteganus,0.061678189731281946,0.0,0.5,from Polysteganusinae (crown capture probability)
Pterogymnusinae,0.061678189731281946,0.0,0,from Sparidae (singleton)
Pterogymnus,0.061678189731281946,0.0,0,from Pterogymnusinae (singleton)
Rhabdosargusinae,1e-06,0.0,1.0,computed
Rhabdosargus,1e-06,0.0,1.0,computed
Sarpainae,0.061678189731281946,0.0,0,from Sparidae (singleton)
Sarpa,0.061678189731281946,0.0,0,from Sarpainae (singleton)
Sparidentexinae,0.061678189731281946,0.0,0.0,from Sparidae (unsampled)
Sparidentex,0.061678189731281946,0.0,0.0,from Sparidentexinae (unsampled)
Sparodoninae,0.061678189731281946,0.0,0,from Sparidae (singleton)
Sparodon,0.061678189731281946,0.0,0,from Sparodoninae (singleton)
Sparusinae,0.061678189731281946,0.0,0,from Sparidae (singleton)
Sparus,0.061678189731281946,0.0,0,from Sparusinae (singleton)
Spondyliosomainae,1e-06,0.0,1.0,computed
Spondyliosoma,1e-06,0.0,1.0,computed
Stenotomusinae,0.061678189731281946,0.0,0.0,from Sparidae (crown capture probability)
Stenotomus,0.061678189731281946,0.0,0.0,from Stenotomusinae (crown capture probability)
Virididentexinae,0.031669436588364956,0.0,1.0,computed
Cheimerius,0.031669436588364956,0.0,0,from Virididentexinae (singleton)
Paradentex,0.031669436588364956,0.0,0.0,from Virididentexinae (not monophyletic)
Virididentex,0.031669436588364956,0.0,0,from Virididentexinae (singleton)
Tetraodontiformes,0.1149710650042103,0.056867254025966874,0.9950655824375015,computed
Balistidae,0.09785709201537551,0.0,0.9841269841269842,computed
Abalistesinae,0.09785709201537551,0.0,0.6666666666666667,from Balistidae (crown capture probability)
Abalistes,0.09785709201537551,0.0,0.6666666666666667,from Abalistesinae (crown capture probability)
Balistapusinae,0.09785709201537551,0.0,0,from Balistidae (singleton)
Balistapus,0.09785709201537551,0.0,0,from Balistapusinae (singleton)
Balistesinae,0.061168603393012874,0.0,0.8928571428571429,computed
Balistes,0.061168603393012874,0.0,0.8928571428571429,computed
Balistoidesinae,0.09785709201537551,0.0,0,from Balistidae (singleton)
Balistoides,0.09785709201537551,0.0,0,from Balistoidesinae (singleton)
Canthidermisinae,0.09785709201537551,0.0,0.6666666666666667,from Balistidae (crown capture probability)
Canthidermis,0.09785709201537551,0.0,0.6666666666666667,from Canthidermisinae (crown capture probability)
Melichthysinae,0.10920947784320201,0.0,1.0,computed
Melichthys,0.10920947784320201,0.0,1.0,computed
Odonusinae,0.09785709201537551,0.0,0,from Balistidae (singleton)
Odonus,0.09785709201537551,0.0,0,from Odonusinae (singleton)
Pseudobalistinae,1e-06,0.0,1.0,computed
Pseudobalistes,1e-06,0.0,1.0,computed
Rhinecanthusinae,0.12375702423307304,0.0,0.8888888888888888,computed
Rhinecanthus,0.12375702423307304,0.0,0.8888888888888888,computed
Sufflameninae,0.09581361047747326,0.011389667398116596,1.0,computed
Sufflamen,0.09581361047747326,0.011389667398116596,1.0,computed
Xanthichthysinae,0.18432124258883162,0.0,0.8,computed
Xanthichthys,0.18432124258883162,0.0,0.8,computed
Xenobalistinae,0.09785709201537551,0.0,0.0,from Balistidae (unsampled)
Xenobalistes,0.09785709201537551,0.0,0.0,from Xenobalistinae (unsampled)
Diodontidae,0.13900921261074983,0.12470396765868608,0.9444444444444444,computed
Chilomycterusinae,0.10512761900142108,0.10508600318314838,1.0,computed
Chilomycterus,0.10512761900142108,0.10508600318314838,1.0,computed
Cyclichthysinae,0.13900921261074983,0.12470396765868608,0.0,from Diodontidae (crown capture probability)
Cyclichthys,0.13900921261074983,0.12470396765868608,0.0,from Cyclichthysinae (crown capture probability)
Dicotylichthysinae,0.13900921261074983,0.12470396765868608,0.0,from Diodontidae (unsampled)
Dicotylichthys,0.13900921261074983,0.12470396765868608,0.0,from Dicotylichthysinae (unsampled)
Diodoninae,0.09150401581981771,0.0,0.9523809523809523,computed
Diodon,0.09150401581981771,0.0,0.9523809523809523,computed
Tragulichthysinae,0.13900921261074983,0.12470396765868608,0.0,from Diodontidae (unsampled)
Tragulichthys,0.13900921261074983,0.12470396765868608,0.0,from Tragulichthysinae (unsampled)
Monacanthidae,0.09760650540464778,0.01148039460055111,0.9825882352941177,computed
Acanthaluteresinae,0.09760650540464778,0.01148039460055111,0.6666666666666667,from Monacanthidae (crown capture probability)
Acanthaluteres,0.09760650540464778,0.01148039460055111,0.6666666666666667,from Acanthaluteresinae (crown capture probability)
Acreichthysinae,0.09760650540464778,0.01148039460055111,0.0,from Monacanthidae (crown capture probability)
Acreichthys,0.09760650540464778,0.01148039460055111,0.0,from Acreichthysinae (crown capture probability)
Aluterusinae,0.034570953240260445,0.011658072317353054,1.0,computed
Aluterus,0.034570953240260445,0.011658072317353054,1.0,computed
Anacanthusinae,0.09760650540464778,0.01148039460055111,0.0,from Monacanthidae (unsampled)
Anacanthus,0.09760650540464778,0.01148039460055111,0.0,from Anacanthusinae (unsampled)
Brachaluteresinae,0.09760650540464778,0.01148039460055111,0.0,from Monacanthidae (crown capture probability)
Brachaluteres,0.09760650540464778,0.01148039460055111,0.0,from Brachaluteresinae (crown capture probability)
Cantherhinesinae,0.09435051578288234,0.0,0.875,computed
Cantherhines,0.09435051578288234,0.0,0.875,computed
Canthescheniainae,0.09760650540464778,0.01148039460055111,0.0,from Monacanthidae (unsampled)
Cantheschenia,0.09760650540464778,0.01148039460055111,0.0,from Canthescheniainae (unsampled)
Chaetodermisinae,0.09760650540464778,0.01148039460055111,0,from Monacanthidae (singleton)
Chaetodermis,0.09760650540464778,0.01148039460055111,0,from Chaetodermisinae (singleton)
Eubalichthysinae,0.09760650540464778,0.01148039460055111,0.0,from Monacanthidae (crown capture probability)
Eubalichthys,0.09760650540464778,0.01148039460055111,0.0,from Eubalichthysinae (crown capture probability)
Meuscheniainae,0.16403766006525736,0.0,0.8571428571428572,computed
Meuschenia,0.16403766006525736,0.0,0.8571428571428572,computed
Monacanthusinae,1e-06,0.0,1.0,computed
Monacanthus,1e-06,0.0,1.0,computed
Nelusettainae,0.09760650540464778,0.01148039460055111,0,from Monacanthidae (singleton)
Nelusetta,0.09760650540464778,0.01148039460055111,0,from Nelusettainae (singleton)
Oxymonacanthusinae,0.09760650540464778,0.01148039460055111,0.0,from Monacanthidae (crown capture probability)
Oxymonacanthus,0.09760650540464778,0.01148039460055111,0.0,from Oxymonacanthusinae (crown capture probability)
Paraeubalichthysinae,0.09760650540464778,0.01148039460055111,0,from Monacanthidae (singleton)
Paraeubalichthys,0.09760650540464778,0.01148039460055111,0,from Paraeubalichthysinae (singleton)
Paraluteresinae,0.09760650540464778,0.01148039460055111,0.0,from Monacanthidae (crown capture probability)
Paraluteres,0.09760650540464778,0.01148039460055111,0.0,from Paraluteresinae (crown capture probability)
Paramonacanthusinae,0.1879683031225732,0.18792340254224946,0.8333333333333334,computed
Paramonacanthus,0.1879683031225732,0.18792340254224946,0.8333333333333334,computed
Pervagorinae,0.09760650540464778,0.01148039460055111,0.6428571428571428,from Monacanthidae (crown capture probability)
Pervagor,0.09760650540464778,0.01148039460055111,0.6428571428571428,from Pervagorinae (crown capture probability)
Pseudalutariusinae,0.09760650540464778,0.01148039460055111,0,from Monacanthidae (singleton)
Pseudalutarius,0.09760650540464778,0.01148039460055111,0,from Pseudalutariusinae (singleton)
Pseudomonacanthusinae,0.09760650540464778,0.01148039460055111,0.6666666666666667,from Monacanthidae (crown capture probability)
Pseudomonacanthus,0.09760650540464778,0.01148039460055111,0.6666666666666667,from Pseudomonacanthusinae (crown capture probability)
Rudariusinae,0.09760650540464778,0.01148039460055111,0.0,from Monacanthidae (crown capture probability)
Rudarius,0.09760650540464778,0.01148039460055111,0.0,from Rudariusinae (crown capture probability)
Scobinichthysinae,0.09760650540464778,0.01148039460055111,0,from Monacanthidae (singleton)
Scobinichthys,0.09760650540464778,0.01148039460055111,0,from Scobinichthysinae (singleton)
Stephanolepisinae,0.06618467504648967,0.021642781109928205,0.9,computed
Stephanolepis,0.06618467504648967,0.021642781109928205,0.9,computed
Thamnaconusinae,0.19862086402074614,0.0,0.8,computed
Thamnaconus,0.19862086402074614,0.0,0.8,computed
Ostraciidae,0.12104179406921198,0.09159439136361557,0.9635627530364372,computed
Acanthostracioninae,0.12104179406921198,0.09159439136361557,0.5555555555555556,from Ostraciidae (crown capture probability)
Acanthostracion,0.12104179406921198,0.09159439136361557,0.5555555555555556,from Acanthostracioninae (crown capture probability)
Anoplocaprosinae,0.12104179406921198,0.09159439136361557,0,from Ostraciidae (singleton)
Anoplocapros,0.12104179406921198,0.09159439136361557,0,from Anoplocaprosinae (singleton)
Aracanainae,1e-06,0.0,1.0,computed
Aracana,1e-06,0.0,1.0,computed
Kentrocaprosinae,0.12104179406921198,0.09159439136361557,0.0,from Ostraciidae (unsampled)
Kentrocapros,0.12104179406921198,0.09159439136361557,0.0,from Kentrocaprosinae (unsampled)
Lactophrysinae,0.12104179406921198,0.09159439136361557,0.6666666666666667,from Ostraciidae (crown capture probability)
Lactophrys,0.12104179406921198,0.09159439136361557,0.6666666666666667,from Lactophrysinae (crown capture probability)
Lactoriainae,0.12104179406921198,0.09159439136361557,0.5555555555555556,from Ostraciidae (crown capture probability)
Lactoria,0.12104179406921198,0.09159439136361557,0.5555555555555556,from Lactoriainae (crown capture probability)
Ostracioninae,0.38148894774331094,0.36712045929732817,0.8928571428571429,computed
Ostracion,0.38148894774331094,0.36712045929732817,0.8928571428571429,computed
Rhynchostracioninae,0.12104179406921198,0.09159439136361557,0,from Ostraciidae (singleton)
Rhynchostracion,0.12104179406921198,0.09159439136361557,0,from Rhynchostracioninae (singleton)
Tetrosomusinae,1e-06,0.0,1.0,computed
Tetrosomus,1e-06,0.0,1.0,computed
Tetraodontidae,0.11899409933995223,0.06523178751260346,0.9810874704491725,computed
Arothroninae,0.06300048032233362,0.0,0.9642857142857143,computed
Arothron,0.091099324397275,0.0,0.9545454545454546,computed
Chelonodon,0.06300048032233362,0.0,0.6666666666666667,from Arothroninae (crown capture probability)
Paraomegophora,0.06300048032233362,0.0,0,from Arothroninae (singleton)
Canthigasterinae,0.4309401790224446,0.40592740401907584,0.9444444444444444,computed
